+--------+-------------+-------------+-------------+----------------+
|   Z    |      Up     |      U      |      F      |     Div F      |
| 0.1178 | 2.55979e-06 | 3.52155e-07 | 1213.571182 |  10283.533548  |
| 0.1179 | 2.55978e-06 | 3.52152e-07 | 1214.600800 |  10283.448633  |
| 0.118  | 2.55977e-06 | 3.52148e-07 | 1215.630413 |  10283.363065  |
| 0.1181 | 2.55977e-06 | 3.52144e-07 | 1216.660023 |  10283.277525  |
| 0.1182 | 2.55976e-06 |  3.5214e-07 | 1217.689628 |  10283.191330  |
| 0.1183 | 2.55975e-06 | 3.52137e-07 | 1218.719229 |  10283.105504  |
| 0.1184 | 2.55975e-06 | 3.52133e-07 | 1219.748825 |  10283.018683  |
| 0.1185 | 2.55974e-06 | 3.52129e-07 | 1220.778418 |  10282.931890  |
| 0.1186 | 2.55973e-06 | 3.52125e-07 | 1221.808006 |  10282.844444  |
| 0.1187 | 2.55973e-06 | 3.52121e-07 | 1222.837589 |  10282.757025  |
| 0.1188 | 2.55972e-06 | 3.52118e-07 | 1223.867169 |  10282.669634  |
| 0.1189 | 2.55972e-06 | 3.52114e-07 | 1224.896744 |  10282.581930  |
| 0.119  | 2.55971e-06 |  3.5211e-07 | 1225.926314 |  10282.493573  |
| 0.1191 |  2.5597e-06 | 3.52106e-07 | 1226.955881 |  10282.405584  |
| 0.1192 | 2.55969e-06 | 3.52102e-07 | 1227.985442 |  10282.316601  |
| 0.1193 | 2.55969e-06 | 3.52098e-07 | 1229.015000 |  10282.227987  |
| 0.1194 | 2.55968e-06 | 3.52095e-07 | 1230.044553 |  10282.138379  |
| 0.1195 | 2.55967e-06 | 3.52091e-07 | 1231.074101 |  10282.049139  |
| 0.1196 | 2.55967e-06 | 3.52087e-07 | 1232.103645 |  10281.959588  |
| 0.1197 | 2.55966e-06 | 3.52083e-07 | 1233.133185 |  10281.869042  |
| 0.1198 | 2.55965e-06 | 3.52079e-07 | 1234.162720 |  10281.779206  |
| 0.1199 | 2.55965e-06 | 3.52076e-07 | 1235.192250 |  10281.688376  |
|  0.12  | 2.55964e-06 | 3.52072e-07 | 1236.221776 |  10281.597915  |
| 0.1201 | 2.55963e-06 | 3.52068e-07 | 1237.251298 |  10281.506801  |
| 0.1202 | 2.55963e-06 | 3.52064e-07 | 1238.280815 |  10281.415035  |
| 0.1203 | 2.55962e-06 |  3.5206e-07 | 1239.310327 |  10281.323637  |
| 0.1204 | 2.55961e-06 | 3.52056e-07 | 1240.339835 |  10281.231928  |
| 0.1205 | 2.55961e-06 | 3.52052e-07 | 1241.369338 |  10281.139565  |
| 0.1206 |  2.5596e-06 | 3.52049e-07 | 1242.398836 |  10281.047231  |
| 0.1207 | 2.55959e-06 | 3.52045e-07 | 1243.428330 |  10280.954245  |
| 0.1208 | 2.55959e-06 | 3.52041e-07 | 1244.457820 |  10280.861287  |
| 0.1209 | 2.55958e-06 | 3.52037e-07 | 1245.487304 |  10280.767337  |
| 0.121  | 2.55957e-06 | 3.52033e-07 | 1246.516784 |  10280.674436  |
| 0.1211 | 2.55956e-06 | 3.52029e-07 | 1247.546259 |  10280.580202  |
| 0.1212 | 2.55956e-06 | 3.52025e-07 | 1248.575729 |  10280.486337  |
| 0.1213 | 2.55955e-06 | 3.52021e-07 | 1249.605195 |  10280.392161  |
| 0.1214 | 2.55954e-06 | 3.52018e-07 | 1250.634656 |  10280.297332  |
| 0.1215 | 2.55954e-06 | 3.52014e-07 | 1251.664112 |  10280.202533  |
| 0.1216 | 2.55953e-06 |  3.5201e-07 | 1252.693563 |  10280.107081  |
| 0.1217 | 2.55952e-06 | 3.52006e-07 | 1253.723010 |  10280.011658  |
| 0.1218 | 2.55951e-06 | 3.52002e-07 | 1254.752452 |  10279.915924  |
| 0.1219 | 2.55951e-06 | 3.51998e-07 | 1255.781889 |  10279.819878  |
| 0.122  |  2.5595e-06 | 3.51994e-07 | 1256.811321 |  10279.723180  |
| 0.1221 | 2.55949e-06 |  3.5199e-07 | 1257.840748 |  10279.626852  |
| 0.1222 | 2.55949e-06 | 3.51986e-07 | 1258.870170 |  10279.529873  |
| 0.1223 | 2.55948e-06 | 3.51982e-07 | 1259.899587 |  10279.432582  |
| 0.1224 | 2.55947e-06 | 3.51978e-07 | 1260.929000 |  10279.335660  |
| 0.1225 | 2.55946e-06 | 3.51975e-07 | 1261.958407 |  10279.237747  |
| 0.1226 | 2.55946e-06 | 3.51971e-07 | 1262.987810 |  10279.139182  |
| 0.1227 | 2.55945e-06 | 3.51967e-07 | 1264.017208 |  10279.040987  |
| 0.1228 | 2.55944e-06 | 3.51963e-07 | 1265.046600 |  10278.942481  |
| 0.1229 | 2.55943e-06 | 3.51959e-07 | 1266.075988 |  10278.843664  |
| 0.123  | 2.55943e-06 | 3.51955e-07 | 1267.105370 |  10278.743855  |
| 0.1231 | 2.55942e-06 | 3.51951e-07 | 1268.134748 |  10278.644756  |
| 0.1232 | 2.55941e-06 | 3.51947e-07 | 1269.164120 |  10278.545007  |
| 0.1233 | 2.55941e-06 | 3.51943e-07 | 1270.193488 |  10278.444946  |
| 0.1234 |  2.5594e-06 | 3.51939e-07 | 1271.222850 |  10278.344915  |
| 0.1235 | 2.55939e-06 | 3.51935e-07 | 1272.252208 |  10278.244234  |
| 0.1236 | 2.55938e-06 | 3.51931e-07 | 1273.281560 |  10278.142900  |
| 0.1237 | 2.55938e-06 | 3.51927e-07 | 1274.310907 |  10278.041938  |
| 0.1238 | 2.55937e-06 | 3.51923e-07 | 1275.340249 |  10277.939984  |
| 0.1239 | 2.55936e-06 | 3.51919e-07 | 1276.369585 |  10277.838400  |
| 0.124  | 2.55935e-06 | 3.51915e-07 | 1277.398917 |  10277.736505  |
| 0.1241 | 2.55935e-06 | 3.51911e-07 | 1278.428243 |  10277.633960  |
| 0.1242 | 2.55934e-06 | 3.51907e-07 | 1279.457564 |  10277.531105  |
| 0.1243 | 2.55933e-06 | 3.51903e-07 | 1280.486880 |  10277.428280  |
| 0.1244 | 2.55932e-06 | 3.51899e-07 | 1281.516190 |  10277.325144  |
| 0.1245 | 2.55931e-06 | 3.51895e-07 | 1282.545496 |  10277.221358  |
| 0.1246 | 2.55931e-06 | 3.51891e-07 | 1283.574796 |  10277.117942  |
| 0.1247 |  2.5593e-06 | 3.51887e-07 | 1284.604091 |  10277.013535  |
| 0.1248 | 2.55929e-06 | 3.51883e-07 | 1285.633380 |  10276.909159  |
| 0.1249 | 2.55928e-06 | 3.51879e-07 | 1286.662664 |  10276.804133  |
| 0.125  | 2.55928e-06 | 3.51875e-07 | 1287.691943 |  10276.699817  |
| 0.1251 | 2.55927e-06 | 3.51871e-07 | 1288.721216 |  10276.593830  |
| 0.1252 | 2.55926e-06 | 3.51867e-07 | 1289.750484 |  10276.488214  |
| 0.1253 | 2.55925e-06 | 3.51863e-07 | 1290.779746 |  10276.382288  |
| 0.1254 | 2.55925e-06 | 3.51859e-07 | 1291.809003 |  10276.275712  |
| 0.1255 | 2.55924e-06 | 3.51855e-07 | 1292.838255 |  10276.169847  |
| 0.1256 | 2.55923e-06 | 3.51851e-07 | 1293.867501 |  10276.062652  |
| 0.1257 | 2.55922e-06 | 3.51847e-07 | 1294.896742 |  10275.955487  |
| 0.1258 | 2.55921e-06 | 3.51843e-07 | 1295.925977 |  10275.848353  |
| 0.1259 | 2.55921e-06 | 3.51839e-07 | 1296.955207 |  10275.740228  |
| 0.126  |  2.5592e-06 | 3.51835e-07 | 1297.984431 |  10275.632816  |
| 0.1261 | 2.55919e-06 | 3.51831e-07 | 1299.013649 |  10275.524072  |
| 0.1262 | 2.55918e-06 | 3.51827e-07 | 1300.042862 |  10275.415360  |
| 0.1263 | 2.55917e-06 | 3.51823e-07 | 1301.072070 |  10275.306678  |
| 0.1264 | 2.55917e-06 | 3.51819e-07 | 1302.101272 |  10275.197347  |
| 0.1265 | 2.55916e-06 | 3.51815e-07 | 1303.130468 |  10275.087707  |
| 0.1266 | 2.55915e-06 | 3.51811e-07 | 1304.159658 |  10274.977757  |
| 0.1267 | 2.55914e-06 | 3.51807e-07 | 1305.188843 |  10274.868179  |
| 0.1268 | 2.55913e-06 | 3.51803e-07 | 1306.218023 |  10274.757271  |
| 0.1269 | 2.55913e-06 | 3.51799e-07 | 1307.247196 |  10274.646734  |
| 0.127  | 2.55912e-06 | 3.51795e-07 | 1308.276364 |  10274.535548  |
| 0.1271 | 2.55911e-06 | 3.51791e-07 | 1309.305526 |  10274.423713  |
| 0.1272 |  2.5591e-06 | 3.51787e-07 | 1310.334682 |  10274.312590  |
| 0.1273 | 2.55909e-06 | 3.51782e-07 | 1311.363833 |  10274.200477  |
| 0.1274 | 2.55908e-06 | 3.51778e-07 | 1312.392978 |  10274.088395  |
| 0.1275 | 2.55908e-06 | 3.51774e-07 | 1313.422117 |  10273.975324  |
| 0.1276 | 2.55907e-06 |  3.5177e-07 | 1314.451250 |  10273.862625  |
| 0.1277 | 2.55906e-06 | 3.51766e-07 | 1315.480377 |  10273.749277  |
| 0.1278 | 2.55905e-06 | 3.51762e-07 | 1316.509499 |  10273.635961  |
| 0.1279 | 2.55904e-06 | 3.51758e-07 | 1317.538614 |  10273.521996  |
| 0.128  | 2.55904e-06 | 3.51754e-07 | 1318.567724 |  10273.407722  |
| 0.1281 | 2.55903e-06 |  3.5175e-07 | 1319.596828 |  10273.293480  |
| 0.1282 | 2.55902e-06 | 3.51746e-07 | 1320.625926 |  10273.178249  |
| 0.1283 | 2.55901e-06 | 3.51742e-07 | 1321.655018 |  10273.063049  |
| 0.1284 |  2.559e-06  | 3.51737e-07 | 1322.684103 |  10272.947542  |
| 0.1285 | 2.55899e-06 | 3.51733e-07 | 1323.713183 |  10272.832066  |
| 0.1286 | 2.55899e-06 | 3.51729e-07 | 1324.742257 |  10272.715942  |
| 0.1287 | 2.55898e-06 | 3.51725e-07 | 1325.771325 |  10272.599510  |
| 0.1288 | 2.55897e-06 | 3.51721e-07 | 1326.800387 |  10272.483110  |
| 0.1289 | 2.55896e-06 | 3.51717e-07 | 1327.829443 |  10272.366401  |
| 0.129  | 2.55895e-06 | 3.51713e-07 | 1328.858493 |  10272.248704  |
| 0.1291 | 2.55894e-06 | 3.51709e-07 | 1329.887537 |  10272.131039  |
| 0.1292 | 2.55893e-06 | 3.51704e-07 | 1330.916574 |  10272.013407  |
| 0.1293 | 2.55893e-06 |  3.517e-07  | 1331.945606 |  10271.895126  |
| 0.1294 | 2.55892e-06 | 3.51696e-07 | 1332.974631 |  10271.776537  |
| 0.1295 | 2.55891e-06 | 3.51692e-07 | 1334.003650 |  10271.657300  |
| 0.1296 |  2.5589e-06 | 3.51688e-07 | 1335.032663 |  10271.538096  |
| 0.1297 | 2.55889e-06 | 3.51684e-07 | 1336.061670 |  10271.418584  |
| 0.1298 | 2.55888e-06 |  3.5168e-07 | 1337.090670 |  10271.298764  |
| 0.1299 | 2.55887e-06 | 3.51675e-07 | 1338.119664 |  10271.178637  |
|  0.13  | 2.55887e-06 | 3.51671e-07 | 1339.148652 |  10271.057521  |
| 0.1301 | 2.55886e-06 | 3.51667e-07 | 1340.177634 |  10270.937459  |
| 0.1302 | 2.55885e-06 | 3.51663e-07 | 1341.206609 |  10270.816409  |
| 0.1303 | 2.55884e-06 | 3.51659e-07 | 1342.235578 |  10270.694371  |
| 0.1304 | 2.55883e-06 | 3.51655e-07 | 1343.264541 |  10270.572706  |
| 0.1305 | 2.55882e-06 |  3.5165e-07 | 1344.293497 |  10270.450393  |
| 0.1306 | 2.55881e-06 | 3.51646e-07 | 1345.322447 |  10270.328454  |
| 0.1307 |  2.5588e-06 | 3.51642e-07 | 1346.351391 |  10270.205527  |
| 0.1308 | 2.55879e-06 | 3.51638e-07 | 1347.380328 |  10270.082293  |
| 0.1309 | 2.55879e-06 | 3.51634e-07 | 1348.409259 |  10269.958411  |
| 0.131  | 2.55878e-06 | 3.51629e-07 | 1349.438183 |  10269.834902  |
| 0.1311 | 2.55877e-06 | 3.51625e-07 | 1350.467101 |  10269.710747  |
| 0.1312 | 2.55876e-06 | 3.51621e-07 | 1351.496012 |  10269.586284  |
| 0.1313 | 2.55875e-06 | 3.51617e-07 | 1352.524917 |  10269.461855  |
| 0.1314 | 2.55874e-06 | 3.51613e-07 | 1353.553815 |  10269.336778  |
| 0.1315 | 2.55873e-06 | 3.51608e-07 | 1354.582707 |  10269.211395  |
| 0.1316 | 2.55872e-06 | 3.51604e-07 | 1355.611592 |  10269.085364  |
| 0.1317 | 2.55871e-06 |  3.516e-07  | 1356.640471 |  10268.959367  |
| 0.1318 | 2.55871e-06 | 3.51596e-07 | 1357.669343 |  10268.833063  |
| 0.1319 |  2.5587e-06 | 3.51592e-07 | 1358.698208 |  10268.706112  |
| 0.132  | 2.55869e-06 | 3.51587e-07 | 1359.727067 |  10268.579195  |
| 0.1321 | 2.55868e-06 | 3.51583e-07 | 1360.755919 |  10268.451290  |
| 0.1322 | 2.55867e-06 | 3.51579e-07 | 1361.784764 |  10268.324101  |
| 0.1323 | 2.55866e-06 | 3.51575e-07 | 1362.813603 |  10268.195923  |
| 0.1324 | 2.55865e-06 |  3.5157e-07 | 1363.842435 |  10268.067440  |
| 0.1325 | 2.55864e-06 | 3.51566e-07 | 1364.871260 |  10267.938650  |
| 0.1326 | 2.55863e-06 | 3.51562e-07 | 1365.900078 |  10267.809213  |
| 0.1327 | 2.55862e-06 | 3.51558e-07 | 1366.928890 |  10267.680151  |
| 0.1328 | 2.55861e-06 | 3.51553e-07 | 1367.957694 |  10267.550443  |
| 0.1329 |  2.5586e-06 | 3.51549e-07 | 1368.986492 |  10267.420428  |
| 0.133  | 2.55859e-06 | 3.51545e-07 | 1370.015283 |  10267.289766  |
| 0.1331 | 2.55859e-06 | 3.51541e-07 | 1371.044068 |  10267.159139  |
| 0.1332 | 2.55858e-06 | 3.51536e-07 | 1372.072845 |  10267.027865  |
| 0.1333 | 2.55857e-06 | 3.51532e-07 | 1373.101615 |  10266.896286  |
| 0.1334 | 2.55856e-06 | 3.51528e-07 | 1374.130379 |  10266.764741  |
| 0.1335 | 2.55855e-06 | 3.51523e-07 | 1375.159135 |  10266.632549  |
| 0.1336 | 2.55854e-06 | 3.51519e-07 | 1376.187885 |  10266.500393  |
| 0.1337 | 2.55853e-06 | 3.51515e-07 | 1377.216628 |  10266.367249  |
| 0.1338 | 2.55852e-06 | 3.51511e-07 | 1378.245363 |  10266.233800  |
| 0.1339 | 2.55851e-06 | 3.51506e-07 | 1379.274092 |  10266.100726  |
| 0.134  |  2.5585e-06 | 3.51502e-07 | 1380.302813 |  10265.966325  |
| 0.1341 | 2.55849e-06 | 3.51498e-07 | 1381.331528 |  10265.832300  |
| 0.1342 | 2.55848e-06 | 3.51493e-07 | 1382.360235 |  10265.697969  |
| 0.1343 | 2.55847e-06 | 3.51489e-07 | 1383.388935 |  10265.562991  |
| 0.1344 | 2.55846e-06 | 3.51485e-07 | 1384.417629 |  10265.427709  |
| 0.1345 | 2.55845e-06 | 3.51481e-07 | 1385.446315 |  10265.292802  |
| 0.1346 | 2.55844e-06 | 3.51476e-07 | 1386.474993 |  10265.156228  |
| 0.1347 | 2.55843e-06 | 3.51472e-07 | 1387.503665 |  10265.020029  |
| 0.1348 | 2.55842e-06 | 3.51468e-07 | 1388.532330 |  10264.883185  |
| 0.1349 | 2.55841e-06 | 3.51463e-07 | 1389.560987 |  10264.746036  |
| 0.135  |  2.5584e-06 | 3.51459e-07 | 1390.589637 |  10264.608581  |
| 0.1351 | 2.55839e-06 | 3.51455e-07 | 1391.618279 |  10264.471503  |
| 0.1352 | 2.55838e-06 |  3.5145e-07 | 1392.646915 |  10264.333438  |
| 0.1353 | 2.55837e-06 | 3.51446e-07 | 1393.675543 |  10264.195068  |
| 0.1354 | 2.55836e-06 | 3.51442e-07 | 1394.704163 |  10264.056053  |
| 0.1355 | 2.55835e-06 | 3.51437e-07 | 1395.732777 |  10263.917074  |
| 0.1356 | 2.55835e-06 | 3.51433e-07 | 1396.761383 |  10263.777790  |
| 0.1357 | 2.55834e-06 | 3.51429e-07 | 1397.789981 |  10263.637860  |
| 0.1358 | 2.55833e-06 | 3.51424e-07 | 1398.818572 |  10263.497966  |
| 0.1359 | 2.55832e-06 |  3.5142e-07 | 1399.847156 |  10263.357427  |
| 0.136  | 2.55831e-06 | 3.51416e-07 | 1400.875733 |  10263.216243  |
| 0.1361 |  2.5583e-06 | 3.51411e-07 | 1401.904301 |  10263.075095  |
| 0.1362 | 2.55829e-06 | 3.51407e-07 | 1402.932863 |  10262.933643  |
| 0.1363 | 2.55828e-06 | 3.51403e-07 | 1403.961416 |  10262.791545  |
| 0.1364 | 2.55827e-06 | 3.51398e-07 | 1404.989963 |  10262.649483  |
| 0.1365 | 2.55826e-06 | 3.51394e-07 | 1406.018501 |  10262.506437  |
| 0.1366 | 2.55825e-06 | 3.51389e-07 | 1407.047032 |  10262.364107  |
| 0.1367 | 2.55824e-06 | 3.51385e-07 | 1408.075556 |  10262.220111  |
| 0.1368 | 2.55822e-06 | 3.51381e-07 | 1409.104072 |  10262.076492  |
| 0.1369 | 2.55821e-06 | 3.51376e-07 | 1410.132580 |  10261.932568  |
| 0.137  |  2.5582e-06 | 3.51372e-07 | 1411.161080 |  10261.788000  |
| 0.1371 | 2.55819e-06 | 3.51367e-07 | 1412.189573 |  10261.643468  |
| 0.1372 | 2.55818e-06 | 3.51363e-07 | 1413.218058 |  10261.498292  |
| 0.1373 | 2.55817e-06 | 3.51359e-07 | 1414.246536 |  10261.352812  |
| 0.1374 | 2.55816e-06 | 3.51354e-07 | 1415.275005 |  10261.207028  |
| 0.1375 | 2.55815e-06 |  3.5135e-07 | 1416.303467 |  10261.060600  |
| 0.1376 | 2.55814e-06 | 3.51345e-07 | 1417.331921 |  10260.913868  |
| 0.1377 | 2.55813e-06 | 3.51341e-07 | 1418.360367 |  10260.766832  |
| 0.1378 | 2.55812e-06 | 3.51337e-07 | 1419.388806 |  10260.619492  |
| 0.1379 | 2.55811e-06 | 3.51332e-07 | 1420.417236 |  10260.472189  |
| 0.138  |  2.5581e-06 | 3.51328e-07 | 1421.445659 |  10260.323901  |
| 0.1381 | 2.55809e-06 | 3.51323e-07 | 1422.474074 |  10260.175651  |
| 0.1382 | 2.55808e-06 | 3.51319e-07 | 1423.502481 |  10260.026416  |
| 0.1383 | 2.55807e-06 | 3.51315e-07 | 1424.530880 |  10259.877558  |
| 0.1384 | 2.55806e-06 |  3.5131e-07 | 1425.559270 |  10259.728397  |
| 0.1385 | 2.55805e-06 | 3.51306e-07 | 1426.587653 |  10259.577911  |
| 0.1386 | 2.55804e-06 | 3.51301e-07 | 1427.616028 |  10259.427803  |
| 0.1387 | 2.55803e-06 | 3.51297e-07 | 1428.644395 |  10259.277051  |
| 0.1388 | 2.55802e-06 | 3.51292e-07 | 1429.672754 |  10259.125996  |
| 0.1389 | 2.55801e-06 | 3.51288e-07 | 1430.701105 |  10258.974638  |
| 0.139  |  2.558e-06  | 3.51283e-07 | 1431.729447 |  10258.822636  |
| 0.1391 | 2.55799e-06 | 3.51279e-07 | 1432.757782 |  10258.670672  |
| 0.1392 | 2.55797e-06 | 3.51275e-07 | 1433.786108 |  10258.518064  |
| 0.1393 | 2.55796e-06 |  3.5127e-07 | 1434.814426 |  10258.365493  |
| 0.1394 | 2.55795e-06 | 3.51266e-07 | 1435.842736 |  10258.211939  |
| 0.1395 | 2.55794e-06 | 3.51261e-07 | 1436.871038 |  10258.058422  |
| 0.1396 | 2.55793e-06 | 3.51257e-07 | 1437.899332 |  10257.904603  |
| 0.1397 | 2.55792e-06 | 3.51252e-07 | 1438.927617 |  10257.749800  |
| 0.1398 | 2.55791e-06 | 3.51248e-07 | 1439.955894 |  10257.595375  |
| 0.1399 |  2.5579e-06 | 3.51243e-07 | 1440.984163 |  10257.439966  |
|  0.14  | 2.55789e-06 | 3.51239e-07 | 1442.012423 |  10257.284936  |
| 0.1401 | 2.55788e-06 | 3.51234e-07 | 1443.040675 |  10257.128923  |
| 0.1402 | 2.55787e-06 |  3.5123e-07 | 1444.068919 |  10256.972266  |
| 0.1403 | 2.55786e-06 | 3.51225e-07 | 1445.097154 |  10256.815988  |
| 0.1404 | 2.55784e-06 | 3.51221e-07 | 1446.125381 |  10256.659067  |
| 0.1405 | 2.55783e-06 | 3.51216e-07 | 1447.153599 |  10256.501503  |
| 0.1406 | 2.55782e-06 | 3.51212e-07 | 1448.181809 |  10256.343637  |
| 0.1407 | 2.55781e-06 | 3.51207e-07 | 1449.210011 |  10256.185809  |
| 0.1408 |  2.5578e-06 | 3.51203e-07 | 1450.238204 |  10256.026998  |
| 0.1409 | 2.55779e-06 | 3.51198e-07 | 1451.266388 |  10255.867544  |
| 0.141  | 2.55778e-06 | 3.51194e-07 | 1452.294564 |  10255.708810  |
| 0.1411 | 2.55777e-06 | 3.51189e-07 | 1453.322732 |  10255.549092  |
| 0.1412 | 2.55776e-06 | 3.51185e-07 | 1454.350890 |  10255.389073  |
| 0.1413 | 2.55775e-06 |  3.5118e-07 | 1455.379041 |  10255.228411  |
| 0.1414 | 2.55773e-06 | 3.51176e-07 | 1456.407182 |  10255.067788  |
| 0.1415 | 2.55772e-06 | 3.51171e-07 | 1457.435315 |  10254.906182  |
| 0.1416 | 2.55771e-06 | 3.51167e-07 | 1458.463439 |  10254.744955  |
| 0.1417 |  2.5577e-06 | 3.51162e-07 | 1459.491555 |  10254.582746  |
| 0.1418 | 2.55769e-06 | 3.51158e-07 | 1460.519661 |  10254.420575  |
| 0.1419 | 2.55768e-06 | 3.51153e-07 | 1461.547759 |  10254.257762  |
| 0.142  | 2.55767e-06 | 3.51148e-07 | 1462.575849 |  10254.093967  |
| 0.1421 | 2.55766e-06 | 3.51144e-07 | 1463.603929 |  10253.930892  |
| 0.1422 | 2.55764e-06 | 3.51139e-07 | 1464.632001 |  10253.766834  |
| 0.1423 | 2.55763e-06 | 3.51135e-07 | 1465.660063 |  10253.602815  |
| 0.1424 | 2.55762e-06 |  3.5113e-07 | 1466.688117 |  10253.437814  |
| 0.1425 | 2.55761e-06 | 3.51126e-07 | 1467.716162 |  10253.272852  |
| 0.1426 |  2.5576e-06 | 3.51121e-07 | 1468.744198 |  10253.106908  |
| 0.1427 | 2.55759e-06 | 3.51117e-07 | 1469.772226 |  10252.941344  |
| 0.1428 | 2.55757e-06 | 3.51112e-07 | 1470.800244 |  10252.775138  |
| 0.1429 | 2.55756e-06 | 3.51107e-07 | 1471.828253 |  10252.608290  |
| 0.143  | 2.55755e-06 | 3.51103e-07 | 1472.856253 |  10252.441141  |
| 0.1431 | 2.55754e-06 | 3.51098e-07 | 1473.884244 |  10252.274032  |
| 0.1432 | 2.55753e-06 | 3.51094e-07 | 1474.912226 |  10252.105601  |
| 0.1433 | 2.55752e-06 | 3.51089e-07 | 1475.940199 |  10251.937209  |
| 0.1434 | 2.55751e-06 | 3.51085e-07 | 1476.968163 |  10251.769197  |
| 0.1435 | 2.55749e-06 |  3.5108e-07 | 1477.996118 |  10251.599522  |
| 0.1436 | 2.55748e-06 | 3.51075e-07 | 1479.024064 |  10251.429887  |
| 0.1437 | 2.55747e-06 | 3.51071e-07 | 1480.052000 |  10251.260292  |
| 0.1438 | 2.55746e-06 | 3.51066e-07 | 1481.079928 |  10251.089715  |
| 0.1439 | 2.55745e-06 | 3.51062e-07 | 1482.107846 |  10250.919519  |
| 0.144  | 2.55743e-06 | 3.51057e-07 | 1483.135755 |  10250.748341  |
| 0.1441 | 2.55742e-06 | 3.51052e-07 | 1484.163654 |  10250.576182  |
| 0.1442 | 2.55741e-06 | 3.51048e-07 | 1485.191544 |  10250.405084  |
| 0.1443 |  2.5574e-06 | 3.51043e-07 | 1486.219425 |  10250.233005  |
| 0.1444 | 2.55739e-06 | 3.51038e-07 | 1487.247297 |  10250.059945  |
| 0.1445 | 2.55738e-06 | 3.51034e-07 | 1488.275159 |  10249.886584  |
| 0.1446 | 2.55736e-06 | 3.51029e-07 | 1489.303012 |  10249.713604  |
| 0.1447 | 2.55735e-06 | 3.51025e-07 | 1490.330856 |  10249.539302  |
| 0.1448 | 2.55734e-06 |  3.5102e-07 | 1491.358690 |  10249.365382  |
| 0.1449 | 2.55733e-06 | 3.51015e-07 | 1492.386514 |  10249.190480  |
| 0.145  | 2.55732e-06 | 3.51011e-07 | 1493.414329 |  10249.015618  |
| 0.1451 |  2.5573e-06 | 3.51006e-07 | 1494.442135 |  10248.839436  |
| 0.1452 | 2.55729e-06 | 3.51001e-07 | 1495.469931 |  10248.663975  |
| 0.1453 | 2.55728e-06 | 3.50997e-07 | 1496.497718 |  10248.487532  |
| 0.1454 | 2.55727e-06 | 3.50992e-07 | 1497.525495 |  10248.310791  |
| 0.1455 | 2.55725e-06 | 3.50987e-07 | 1498.553262 |  10248.133749  |
| 0.1456 | 2.55724e-06 | 3.50983e-07 | 1499.581020 |  10247.956408  |
| 0.1457 | 2.55723e-06 | 3.50978e-07 | 1500.608768 |  10247.777745  |
| 0.1458 | 2.55722e-06 | 3.50973e-07 | 1501.636506 |  10247.599805  |
| 0.1459 | 2.55721e-06 | 3.50969e-07 | 1502.664235 |  10247.420884  |
| 0.146  | 2.55719e-06 | 3.50964e-07 | 1503.691954 |  10247.241663  |
| 0.1461 | 2.55718e-06 | 3.50959e-07 | 1504.719663 |  10247.062143  |
| 0.1462 | 2.55717e-06 | 3.50955e-07 | 1505.747363 |  10246.881984  |
| 0.1463 | 2.55716e-06 |  3.5095e-07 | 1506.775052 |  10246.701524  |
| 0.1464 | 2.55714e-06 | 3.50945e-07 | 1507.802732 |  10246.520766  |
| 0.1465 | 2.55713e-06 | 3.50941e-07 | 1508.830402 |  10246.339368  |
| 0.1466 | 2.55712e-06 | 3.50936e-07 | 1509.858062 |  10246.158011  |
| 0.1467 | 2.55711e-06 | 3.50931e-07 | 1510.885712 |  10245.975674  |
| 0.1468 | 2.55709e-06 | 3.50927e-07 | 1511.913353 |  10245.793038  |
| 0.1469 | 2.55708e-06 | 3.50922e-07 | 1512.940983 |  10245.610103  |
| 0.147  | 2.55707e-06 | 3.50917e-07 | 1513.968603 |  10245.426869  |
| 0.1471 | 2.55706e-06 | 3.50912e-07 | 1514.996214 |  10245.243336  |
| 0.1472 | 2.55704e-06 | 3.50908e-07 | 1516.023814 |  10245.058483  |
| 0.1473 | 2.55703e-06 | 3.50903e-07 | 1517.051405 |  10244.874352  |
| 0.1474 | 2.55702e-06 | 3.50898e-07 | 1518.078985 |  10244.689242  |
| 0.1475 | 2.55701e-06 | 3.50894e-07 | 1519.106555 |  10244.503833  |
| 0.1476 | 2.55699e-06 | 3.50889e-07 | 1520.134115 |  10244.317785  |
| 0.1477 | 2.55698e-06 | 3.50884e-07 | 1521.161665 |  10244.131438  |
| 0.1478 | 2.55697e-06 | 3.50879e-07 | 1522.189205 |  10243.944793  |
| 0.1479 | 2.55695e-06 | 3.50875e-07 | 1523.216734 |  10243.757508  |
| 0.148  | 2.55694e-06 |  3.5087e-07 | 1524.244254 |  10243.569926  |
| 0.1481 | 2.55693e-06 | 3.50865e-07 | 1525.271763 |  10243.382045  |
| 0.1482 | 2.55692e-06 |  3.5086e-07 | 1526.299262 |  10243.193525  |
| 0.1483 |  2.5569e-06 | 3.50856e-07 | 1527.326750 |  10243.004366  |
| 0.1484 | 2.55689e-06 | 3.50851e-07 | 1528.354228 |  10242.815590  |
| 0.1485 | 2.55688e-06 | 3.50846e-07 | 1529.381696 |  10242.625494  |
| 0.1486 | 2.55686e-06 | 3.50841e-07 | 1530.409154 |  10242.435782  |
| 0.1487 | 2.55685e-06 | 3.50837e-07 | 1531.436601 |  10242.245090  |
