+--------+-------------+-------------+-------------+----------------+
|   Z    |      Up     |      U      |      F      |     Div F      |
| 0.7101 | 7.47819e-07 | 2.92339e-07 | 4672.375019 | -17324.329182  |
| 0.7102 | 7.47169e-07 |  2.9233e-07 | 4671.985798 | -17333.914419  |
| 0.7103 |  7.4652e-07 | 2.92321e-07 | 4671.596266 | -17343.500662  |
| 0.7104 | 7.45871e-07 | 2.92312e-07 | 4671.206426 | -17353.085766  |
| 0.7105 | 7.45221e-07 | 2.92302e-07 | 4670.816277 | -17362.671344  |
| 0.7106 | 7.44572e-07 | 2.92293e-07 | 4670.425819 | -17372.256322  |
| 0.7107 | 7.43923e-07 | 2.92284e-07 | 4670.035052 | -17381.841777  |
| 0.7108 | 7.43274e-07 | 2.92275e-07 | 4669.643978 | -17391.427175  |
| 0.7109 | 7.42626e-07 | 2.92266e-07 | 4669.252595 | -17401.011441  |
| 0.711  | 7.41977e-07 | 2.92256e-07 | 4668.860905 | -17410.596191  |
| 0.7111 | 7.41328e-07 | 2.92247e-07 | 4668.468908 | -17420.180888  |
| 0.7112 |  7.4068e-07 | 2.92238e-07 | 4668.076603 | -17429.765535  |
| 0.7113 | 7.40031e-07 | 2.92229e-07 | 4667.683991 | -17439.350134  |
| 0.7114 | 7.39383e-07 |  2.9222e-07 | 4667.291073 | -17448.933609  |
| 0.7115 | 7.38735e-07 |  2.9221e-07 | 4666.897849 | -17458.518654  |
| 0.7116 | 7.38087e-07 | 2.92201e-07 | 4666.504318 | -17468.101503  |
| 0.7117 | 7.37439e-07 | 2.92192e-07 | 4666.110482 | -17477.685926  |
| 0.7118 | 7.36791e-07 | 2.92183e-07 | 4665.716340 | -17487.269233  |
| 0.7119 | 7.36144e-07 | 2.92174e-07 | 4665.321893 | -17496.852502  |
| 0.712  | 7.35496e-07 | 2.92165e-07 | 4664.927141 | -17506.436275  |
| 0.7121 | 7.34848e-07 | 2.92155e-07 | 4664.532084 | -17516.019475  |
| 0.7122 | 7.34201e-07 | 2.92146e-07 | 4664.136722 | -17525.602104  |
| 0.7123 | 7.33554e-07 | 2.92137e-07 | 4663.741056 | -17535.185783  |
| 0.7124 | 7.32907e-07 | 2.92128e-07 | 4663.345087 | -17544.767814  |
| 0.7125 |  7.3226e-07 | 2.92119e-07 | 4662.948813 | -17554.350899  |
| 0.7126 | 7.31613e-07 |  2.9211e-07 | 4662.552236 | -17563.933421  |
| 0.7127 | 7.30966e-07 | 2.92101e-07 | 4662.155356 | -17573.515379  |
| 0.7128 | 7.30319e-07 | 2.92091e-07 | 4661.758173 | -17583.097858  |
| 0.7129 | 7.29673e-07 | 2.92082e-07 | 4661.360687 | -17592.680318  |
| 0.713  | 7.29026e-07 | 2.92073e-07 | 4660.962899 | -17602.262221  |
| 0.7131 |  7.2838e-07 | 2.92064e-07 | 4660.564809 | -17611.844110  |
| 0.7132 | 7.27733e-07 | 2.92055e-07 | 4660.166416 | -17621.425985  |
| 0.7133 | 7.27087e-07 | 2.92046e-07 | 4659.767723 | -17631.007850  |
| 0.7134 | 7.26441e-07 | 2.92037e-07 | 4659.368727 | -17640.589165  |
| 0.7135 | 7.25795e-07 | 2.92028e-07 | 4658.969431 | -17650.169931  |
| 0.7136 |  7.2515e-07 | 2.92018e-07 | 4658.569834 | -17659.751775  |
| 0.7137 | 7.24504e-07 | 2.92009e-07 | 4658.169936 | -17669.332532  |
| 0.7138 | 7.23858e-07 |   2.92e-07  | 4657.769738 | -17678.914371  |
| 0.7139 | 7.23213e-07 | 2.91991e-07 | 4657.369240 | -17688.494585  |
| 0.714  | 7.22568e-07 | 2.91982e-07 | 4656.968442 | -17698.075343  |
| 0.7141 | 7.21922e-07 | 2.91973e-07 | 4656.567345 | -17707.655020  |
| 0.7142 | 7.21277e-07 | 2.91964e-07 | 4656.165949 | -17717.236331  |
| 0.7143 | 7.20632e-07 | 2.91955e-07 | 4655.764253 | -17726.816022  |
| 0.7144 | 7.19987e-07 | 2.91946e-07 | 4655.362259 | -17736.396808  |
| 0.7145 | 7.19343e-07 | 2.91937e-07 | 4654.959966 | -17745.976520  |
| 0.7146 | 7.18698e-07 | 2.91928e-07 | 4654.557376 | -17755.556246  |
| 0.7147 | 7.18053e-07 | 2.91918e-07 | 4654.154487 | -17765.135987  |
| 0.7148 | 7.17409e-07 | 2.91909e-07 | 4653.751301 | -17774.715745  |
| 0.7149 | 7.16765e-07 |  2.919e-07  | 4653.347817 | -17784.294979  |
| 0.715  | 7.16121e-07 | 2.91891e-07 | 4652.944036 | -17793.874233  |
| 0.7151 | 7.15477e-07 | 2.91882e-07 | 4652.539958 | -17803.453511  |
| 0.7152 | 7.14833e-07 | 2.91873e-07 | 4652.135584 | -17813.032269  |
| 0.7153 | 7.14189e-07 | 2.91864e-07 | 4651.730914 | -17822.612143  |
| 0.7154 | 7.13545e-07 | 2.91855e-07 | 4651.325947 | -17832.190412  |
| 0.7155 | 7.12902e-07 | 2.91846e-07 | 4650.920685 | -17841.769255  |
| 0.7156 | 7.12258e-07 | 2.91837e-07 | 4650.515127 | -17851.347587  |
| 0.7157 | 7.11615e-07 | 2.91828e-07 | 4650.109274 | -17860.925407  |
| 0.7158 | 7.10972e-07 | 2.91819e-07 | 4649.703126 | -17870.503809  |
| 0.7159 | 7.10329e-07 |  2.9181e-07 | 4649.296684 | -17880.082248  |
| 0.716  | 7.09686e-07 | 2.91801e-07 | 4648.889946 | -17889.660182  |
| 0.7161 | 7.09043e-07 | 2.91792e-07 | 4648.482915 | -17899.237612  |
| 0.7162 |  7.084e-07  | 2.91783e-07 | 4648.075590 | -17908.816177  |
| 0.7163 | 7.07758e-07 | 2.91774e-07 | 4647.667971 | -17918.393695  |
| 0.7164 | 7.07115e-07 | 2.91765e-07 | 4647.260059 | -17927.971262  |
| 0.7165 | 7.06473e-07 | 2.91756e-07 | 4646.851854 | -17937.548877  |
| 0.7166 | 7.05831e-07 | 2.91747e-07 | 4646.443356 | -17947.125450  |
| 0.7167 | 7.05189e-07 | 2.91738e-07 | 4646.034566 | -17956.702623  |
| 0.7168 | 7.04547e-07 | 2.91729e-07 | 4645.625483 | -17966.280397  |
| 0.7169 | 7.03905e-07 |  2.9172e-07 | 4645.216108 | -17975.857135  |
| 0.717  | 7.03263e-07 | 2.91711e-07 | 4644.806442 | -17985.433384  |
| 0.7171 | 7.02622e-07 | 2.91702e-07 | 4644.396484 | -17995.010240  |
| 0.7172 |  7.0198e-07 | 2.91693e-07 | 4643.986235 | -18004.586612  |
| 0.7173 | 7.01339e-07 | 2.91684e-07 | 4643.575695 | -18014.163047  |
| 0.7174 | 7.00698e-07 | 2.91675e-07 | 4643.164864 | -18023.739549  |
| 0.7175 | 7.00057e-07 | 2.91666e-07 | 4642.753743 | -18033.315023  |
| 0.7176 | 6.99416e-07 | 2.91657e-07 | 4642.342332 | -18042.891662  |
| 0.7177 | 6.98775e-07 | 2.91648e-07 | 4641.930631 | -18052.466729  |
| 0.7178 | 6.98134e-07 | 2.91639e-07 | 4641.518640 | -18062.042965  |
| 0.7179 | 6.97494e-07 |  2.9163e-07 | 4641.106361 | -18071.618729  |
| 0.718  | 6.96853e-07 | 2.91621e-07 | 4640.693792 | -18081.194021  |
| 0.7181 | 6.96213e-07 | 2.91612e-07 | 4640.280934 | -18090.769941  |
| 0.7182 | 6.95573e-07 | 2.91603e-07 | 4639.867788 | -18100.344845  |
| 0.7183 | 6.94933e-07 | 2.91594e-07 | 4639.454354 | -18109.919831  |
| 0.7184 | 6.94293e-07 | 2.91585e-07 | 4639.040632 | -18119.494901  |
| 0.7185 | 6.93653e-07 | 2.91576e-07 | 4638.626622 | -18129.069509  |
| 0.7186 | 6.93014e-07 | 2.91567e-07 | 4638.212325 | -18138.645305  |
| 0.7187 | 6.92374e-07 | 2.91559e-07 | 4637.797741 | -18148.218991  |
| 0.7188 | 6.91735e-07 |  2.9155e-07 | 4637.382870 | -18157.794420  |
| 0.7189 | 6.91095e-07 | 2.91541e-07 | 4636.967713 | -18167.368293  |
| 0.719  | 6.90456e-07 | 2.91532e-07 | 4636.552269 | -18176.942812  |
| 0.7191 | 6.89817e-07 | 2.91523e-07 | 4636.136539 | -18186.516878  |
| 0.7192 | 6.89179e-07 | 2.91514e-07 | 4635.720524 | -18196.090493  |
| 0.7193 |  6.8854e-07 | 2.91505e-07 | 4635.304223 | -18205.664760  |
| 0.7194 | 6.87901e-07 | 2.91496e-07 | 4634.887637 | -18215.238579  |
| 0.7195 | 6.87263e-07 | 2.91487e-07 | 4634.470766 | -18224.812505  |
| 0.7196 | 6.86624e-07 | 2.91478e-07 | 4634.053610 | -18234.385985  |
| 0.7197 | 6.85986e-07 | 2.91469e-07 | 4633.636170 | -18243.959575  |
| 0.7198 | 6.85348e-07 | 2.91461e-07 | 4633.218446 | -18253.532724  |
| 0.7199 |  6.8471e-07 | 2.91452e-07 | 4632.800438 | -18263.106538  |
|  0.72  | 6.84073e-07 | 2.91443e-07 | 4632.382147 | -18272.679362  |
| 0.7201 | 6.83435e-07 | 2.91434e-07 | 4631.963572 | -18282.252303  |
| 0.7202 | 6.82797e-07 | 2.91425e-07 | 4631.544715 | -18291.825915  |
| 0.7203 |  6.8216e-07 | 2.91416e-07 | 4631.125575 | -18301.397989  |
| 0.7204 | 6.81523e-07 | 2.91407e-07 | 4630.706152 | -18310.970738  |
| 0.7205 | 6.80886e-07 | 2.91398e-07 | 4630.286447 | -18320.543610  |
| 0.7206 | 6.80249e-07 | 2.91389e-07 | 4629.866461 | -18330.116056  |
| 0.7207 | 6.79612e-07 | 2.91381e-07 | 4629.446192 | -18339.688076  |
| 0.7208 | 6.78975e-07 | 2.91372e-07 | 4629.025643 | -18349.261332  |
| 0.7209 | 6.78339e-07 | 2.91363e-07 | 4628.604812 | -18358.833060  |
| 0.721  | 6.77703e-07 | 2.91354e-07 | 4628.183701 | -18368.405474  |
| 0.7211 | 6.77066e-07 | 2.91345e-07 | 4627.762309 | -18377.976916  |
| 0.7212 |  6.7643e-07 | 2.91336e-07 | 4627.340637 | -18387.549603  |
| 0.7213 | 6.75794e-07 | 2.91328e-07 | 4626.918685 | -18397.121320  |
| 0.7214 | 6.75158e-07 | 2.91319e-07 | 4626.496454 | -18406.693178  |
| 0.7215 | 6.74523e-07 |  2.9131e-07 | 4626.073943 | -18416.264070  |
| 0.7216 | 6.73887e-07 | 2.91301e-07 | 4625.651153 | -18425.836216  |
| 0.7217 | 6.73252e-07 | 2.91292e-07 | 4625.228084 | -18435.406843  |
| 0.7218 | 6.72616e-07 | 2.91283e-07 | 4624.804737 | -18444.978173  |
| 0.7219 | 6.71981e-07 | 2.91275e-07 | 4624.381112 | -18454.549654  |
| 0.722  | 6.71346e-07 | 2.91266e-07 | 4623.957208 | -18464.120175  |
| 0.7221 | 6.70712e-07 | 2.91257e-07 | 4623.533027 | -18473.691962  |
| 0.7222 | 6.70077e-07 | 2.91248e-07 | 4623.108568 | -18483.262793  |
| 0.7223 | 6.69442e-07 | 2.91239e-07 | 4622.683833 | -18492.833225  |
| 0.7224 | 6.68808e-07 | 2.91231e-07 | 4622.258820 | -18502.404373  |
| 0.7225 | 6.68174e-07 | 2.91222e-07 | 4621.833531 | -18511.974570  |
| 0.7226 | 6.67539e-07 | 2.91213e-07 | 4621.407966 | -18521.544929  |
| 0.7227 | 6.66905e-07 | 2.91204e-07 | 4620.982125 | -18531.116011  |
| 0.7228 | 6.66272e-07 | 2.91195e-07 | 4620.556007 | -18540.685589  |
| 0.7229 | 6.65638e-07 | 2.91187e-07 | 4620.129615 | -18550.256449  |
| 0.723  | 6.65004e-07 | 2.91178e-07 | 4619.702947 | -18559.825809  |
| 0.7231 | 6.64371e-07 | 2.91169e-07 | 4619.276005 | -18569.395898  |
| 0.7232 | 6.63738e-07 |  2.9116e-07 | 4618.848788 | -18578.966161  |
| 0.7233 | 6.63105e-07 | 2.91151e-07 | 4618.421296 | -18588.536043  |
| 0.7234 | 6.62472e-07 | 2.91143e-07 | 4617.993531 | -18598.105546  |
| 0.7235 | 6.61839e-07 | 2.91134e-07 | 4617.565491 | -18607.675786  |
| 0.7236 | 6.61206e-07 | 2.91125e-07 | 4617.137179 | -18617.244533  |
| 0.7237 | 6.60574e-07 | 2.91116e-07 | 4616.708593 | -18626.814581  |
| 0.7238 | 6.59941e-07 | 2.91108e-07 | 4616.279734 | -18636.384256  |
| 0.7239 | 6.59309e-07 | 2.91099e-07 | 4615.850603 | -18645.953559  |
| 0.724  | 6.58677e-07 |  2.9109e-07 | 4615.421199 | -18655.522493  |
| 0.7241 | 6.58045e-07 | 2.91081e-07 | 4614.991523 | -18665.092177  |
| 0.7242 | 6.57413e-07 | 2.91073e-07 | 4614.561576 | -18674.660935  |
| 0.7243 | 6.56782e-07 | 2.91064e-07 | 4614.131356 | -18684.229329  |
| 0.7244 |  6.5615e-07 | 2.91055e-07 | 4613.700866 | -18693.799038  |
| 0.7245 | 6.55519e-07 | 2.91047e-07 | 4613.270105 | -18703.367267  |
| 0.7246 | 6.54888e-07 | 2.91038e-07 | 4612.839073 | -18712.936256  |
| 0.7247 | 6.54257e-07 | 2.91029e-07 | 4612.407771 | -18722.504887  |
| 0.7248 | 6.53626e-07 |  2.9102e-07 | 4611.976199 | -18732.073723  |
| 0.7249 | 6.52995e-07 | 2.91012e-07 | 4611.544357 | -18741.642203  |
| 0.725  | 6.52365e-07 | 2.91003e-07 | 4611.112245 | -18751.210892  |
| 0.7251 | 6.51734e-07 | 2.90994e-07 | 4610.679864 | -18760.779230  |
| 0.7252 | 6.51104e-07 | 2.90986e-07 | 4610.247215 | -18770.347779  |
| 0.7253 | 6.50474e-07 | 2.90977e-07 | 4609.814296 | -18779.915981  |
| 0.7254 | 6.49844e-07 | 2.90968e-07 | 4609.381110 | -18789.483836  |
| 0.7255 | 6.49214e-07 | 2.90959e-07 | 4608.947655 | -18799.051908  |
| 0.7256 | 6.48584e-07 | 2.90951e-07 | 4608.513932 | -18808.620200  |
| 0.7257 | 6.47955e-07 | 2.90942e-07 | 4608.079942 | -18818.188151  |
| 0.7258 | 6.47326e-07 | 2.90933e-07 | 4607.645685 | -18827.756324  |
| 0.7259 | 6.46696e-07 | 2.90925e-07 | 4607.211161 | -18837.323597  |
| 0.726  | 6.46067e-07 | 2.90916e-07 | 4606.776370 | -18846.892222  |
| 0.7261 | 6.45439e-07 | 2.90907e-07 | 4606.341312 | -18856.459388  |
| 0.7262 |  6.4481e-07 | 2.90899e-07 | 4605.905989 | -18866.027346  |
| 0.7263 | 6.44181e-07 |  2.9089e-07 | 4605.470400 | -18875.594411  |
| 0.7264 | 6.43553e-07 | 2.90881e-07 | 4605.034545 | -18885.162272  |
| 0.7265 | 6.42925e-07 | 2.90873e-07 | 4604.598425 | -18894.729806  |
| 0.7266 | 6.42297e-07 | 2.90864e-07 | 4604.162041 | -18904.297014  |
| 0.7267 | 6.41669e-07 | 2.90855e-07 | 4603.725391 | -18913.864462  |
| 0.7268 | 6.41041e-07 | 2.90847e-07 | 4603.288477 | -18923.432151  |
| 0.7269 | 6.40413e-07 | 2.90838e-07 | 4602.851300 | -18932.998391  |
| 0.727  | 6.39786e-07 | 2.90829e-07 | 4602.413858 | -18942.566568  |
| 0.7271 | 6.39159e-07 | 2.90821e-07 | 4601.976153 | -18952.133300  |
| 0.7272 | 6.38531e-07 | 2.90812e-07 | 4601.538184 | -18961.700281  |
| 0.7273 | 6.37904e-07 | 2.90804e-07 | 4601.099953 | -18971.268077  |
| 0.7274 | 6.37278e-07 | 2.90795e-07 | 4600.661459 | -18980.834996  |
| 0.7275 | 6.36651e-07 | 2.90786e-07 | 4600.222703 | -18990.401039  |
| 0.7276 | 6.36024e-07 | 2.90778e-07 | 4599.783684 | -18999.968468  |
| 0.7277 | 6.35398e-07 | 2.90769e-07 | 4599.344404 | -19009.534460  |
| 0.7278 | 6.34772e-07 | 2.90761e-07 | 4598.904863 | -19019.101276  |
| 0.7279 | 6.34146e-07 | 2.90752e-07 | 4598.465060 | -19028.668921  |
| 0.728  |  6.3352e-07 | 2.90743e-07 | 4598.024996 | -19038.235131  |
| 0.7281 | 6.32894e-07 | 2.90735e-07 | 4597.584672 | -19047.801607  |
| 0.7282 | 6.32269e-07 | 2.90726e-07 | 4597.144088 | -19057.368350  |
| 0.7283 | 6.31643e-07 | 2.90718e-07 | 4596.703243 | -19066.935363  |
| 0.7284 | 6.31018e-07 | 2.90709e-07 | 4596.262138 | -19076.502080  |
| 0.7285 | 6.30393e-07 |  2.907e-07  | 4595.820775 | -19086.067937  |
| 0.7286 | 6.29768e-07 | 2.90692e-07 | 4595.379152 | -19095.634635  |
| 0.7287 | 6.29144e-07 | 2.90683e-07 | 4594.937270 | -19105.201043  |
| 0.7288 | 6.28519e-07 | 2.90675e-07 | 4594.495129 | -19114.767162  |
| 0.7289 | 6.27895e-07 | 2.90666e-07 | 4594.052731 | -19124.333561  |
| 0.729  | 6.27271e-07 | 2.90657e-07 | 4593.610074 | -19133.900243  |
| 0.7291 | 6.26647e-07 | 2.90649e-07 | 4593.167159 | -19143.466641  |
| 0.7292 | 6.26023e-07 |  2.9064e-07 | 4592.723987 | -19153.032757  |
| 0.7293 | 6.25399e-07 | 2.90632e-07 | 4592.280558 | -19162.599161  |
| 0.7294 | 6.24775e-07 | 2.90623e-07 | 4591.836873 | -19172.164718  |
| 0.7295 | 6.24152e-07 | 2.90615e-07 | 4591.392930 | -19181.731703  |
| 0.7296 | 6.23529e-07 | 2.90606e-07 | 4590.948731 | -19191.297845  |
| 0.7297 | 6.22906e-07 | 2.90598e-07 | 4590.504277 | -19200.863713  |
| 0.7298 | 6.22283e-07 | 2.90589e-07 | 4590.059566 | -19210.429309  |
| 0.7299 |  6.2166e-07 | 2.90581e-07 | 4589.614601 | -19219.995773  |
|  0.73  | 6.21038e-07 | 2.90572e-07 | 4589.169380 | -19229.561399  |
| 0.7301 | 6.20415e-07 | 2.90563e-07 | 4588.723904 | -19239.127897  |
| 0.7302 | 6.19793e-07 | 2.90555e-07 | 4588.278174 | -19248.694130  |
| 0.7303 | 6.19171e-07 | 2.90546e-07 | 4587.832190 | -19258.260100  |
| 0.7304 | 6.18549e-07 | 2.90538e-07 | 4587.385952 | -19267.825808  |
| 0.7305 | 6.17927e-07 | 2.90529e-07 | 4586.939460 | -19277.392397  |
| 0.7306 | 6.17306e-07 | 2.90521e-07 | 4586.492714 | -19286.958156  |
| 0.7307 | 6.16685e-07 | 2.90512e-07 | 4586.045716 | -19296.523659  |
| 0.7308 | 6.16063e-07 | 2.90504e-07 | 4585.598465 | -19306.089477  |
| 0.7309 | 6.15442e-07 | 2.90495e-07 | 4585.150962 | -19315.655042  |
| 0.731  | 6.14821e-07 | 2.90487e-07 | 4584.703206 | -19325.220925  |
| 0.7311 | 6.14201e-07 | 2.90478e-07 | 4584.255199 | -19334.787703  |
| 0.7312 |  6.1358e-07 |  2.9047e-07 | 4583.806940 | -19344.353088  |
| 0.7313 |  6.1296e-07 | 2.90461e-07 | 4583.358429 | -19353.919370  |
| 0.7314 |  6.1234e-07 | 2.90453e-07 | 4582.909668 | -19363.485408  |
| 0.7315 |  6.1172e-07 | 2.90444e-07 | 4582.460656 | -19373.052347  |
| 0.7316 |  6.111e-07  | 2.90436e-07 | 4582.011393 | -19382.617327  |
| 0.7317 |  6.1048e-07 | 2.90427e-07 | 4581.561881 | -19392.183784  |
| 0.7318 | 6.09861e-07 | 2.90419e-07 | 4581.112118 | -19401.749431  |
| 0.7319 | 6.09242e-07 | 2.90411e-07 | 4580.662106 | -19411.315414  |
| 0.732  | 6.08623e-07 | 2.90402e-07 | 4580.211845 | -19420.880588  |
| 0.7321 | 6.08004e-07 | 2.90394e-07 | 4579.761335 | -19430.447249  |
| 0.7322 | 6.07385e-07 | 2.90385e-07 | 4579.310576 | -19440.013679  |
| 0.7323 | 6.06766e-07 | 2.90377e-07 | 4578.859569 | -19449.578732  |
| 0.7324 | 6.06148e-07 | 2.90368e-07 | 4578.408314 | -19459.145851  |
| 0.7325 |  6.0553e-07 |  2.9036e-07 | 4577.956811 | -19468.710448  |
| 0.7326 | 6.04912e-07 | 2.90351e-07 | 4577.505061 | -19478.277117  |
| 0.7327 | 6.04294e-07 | 2.90343e-07 | 4577.053063 | -19487.843563  |
| 0.7328 | 6.03676e-07 | 2.90335e-07 | 4576.600819 | -19497.408063  |
| 0.7329 | 6.03059e-07 | 2.90326e-07 | 4576.148328 | -19506.975792  |
| 0.733  | 6.02441e-07 | 2.90318e-07 | 4575.695591 | -19516.542154  |
| 0.7331 | 6.01824e-07 | 2.90309e-07 | 4575.242608 | -19526.107724  |
| 0.7332 | 6.01207e-07 | 2.90301e-07 | 4574.789379 | -19535.674230  |
| 0.7333 |  6.0059e-07 | 2.90292e-07 | 4574.335905 | -19545.239371  |
| 0.7334 | 5.99974e-07 | 2.90284e-07 | 4573.882186 | -19554.806604  |
| 0.7335 | 5.99357e-07 | 2.90276e-07 | 4573.428222 | -19564.373052  |
| 0.7336 | 5.98741e-07 | 2.90267e-07 | 4572.974013 | -19573.938139  |
| 0.7337 | 5.98125e-07 | 2.90259e-07 | 4572.519560 | -19583.504172  |
| 0.7338 | 5.97509e-07 |  2.9025e-07 | 4572.064864 | -19593.071730  |
| 0.7339 | 5.96893e-07 | 2.90242e-07 | 4571.609923 | -19602.637932  |
| 0.734  | 5.96278e-07 | 2.90234e-07 | 4571.154740 | -19612.203932  |
| 0.7341 | 5.95662e-07 | 2.90225e-07 | 4570.699313 | -19621.770887  |
| 0.7342 | 5.95047e-07 | 2.90217e-07 | 4570.243644 | -19631.337067  |
| 0.7343 | 5.94432e-07 | 2.90209e-07 | 4569.787732 | -19640.904783  |
| 0.7344 | 5.93817e-07 |  2.902e-07  | 4569.331578 | -19650.470572  |
| 0.7345 | 5.93203e-07 | 2.90192e-07 | 4568.875183 | -19660.037901  |
| 0.7346 | 5.92588e-07 | 2.90183e-07 | 4568.418545 | -19669.603305  |
| 0.7347 | 5.91974e-07 | 2.90175e-07 | 4567.961667 | -19679.170832  |
| 0.7348 |  5.9136e-07 | 2.90167e-07 | 4567.504548 | -19688.737015  |
| 0.7349 | 5.90746e-07 | 2.90158e-07 | 4567.047188 | -19698.303589  |
| 0.735  | 5.90133e-07 |  2.9015e-07 | 4566.589588 | -19707.871137  |
| 0.7351 | 5.89519e-07 | 2.90142e-07 | 4566.131747 | -19717.437344  |
| 0.7352 | 5.88906e-07 | 2.90133e-07 | 4565.673668 | -19727.005686  |
| 0.7353 | 5.88293e-07 | 2.90125e-07 | 4565.215348 | -19736.571532  |
| 0.7354 |  5.8768e-07 | 2.90117e-07 | 4564.756790 | -19746.139518  |
| 0.7355 | 5.87067e-07 | 2.90108e-07 | 4564.297992 | -19755.706169  |
| 0.7356 | 5.86454e-07 |  2.901e-07  | 4563.838956 | -19765.273225  |
| 0.7357 | 5.85842e-07 | 2.90092e-07 | 4563.379682 | -19774.841269  |
| 0.7358 |  5.8523e-07 | 2.90083e-07 | 4562.920170 | -19784.407981  |
| 0.7359 | 5.84618e-07 | 2.90075e-07 | 4562.460421 | -19793.975685  |
| 0.736  | 5.84006e-07 | 2.90067e-07 | 4562.000434 | -19803.543221  |
| 0.7361 | 5.83394e-07 | 2.90058e-07 | 4561.540210 | -19813.111753  |
| 0.7362 | 5.82783e-07 |  2.9005e-07 | 4561.079749 | -19822.678959  |
| 0.7363 | 5.82171e-07 | 2.90042e-07 | 4560.619052 | -19832.246002  |
| 0.7364 |  5.8156e-07 | 2.90033e-07 | 4560.158118 | -19841.814047  |
| 0.7365 | 5.80949e-07 | 2.90025e-07 | 4559.696949 | -19851.382515  |
| 0.7366 | 5.80339e-07 | 2.90017e-07 | 4559.235545 | -19860.950243  |
| 0.7367 | 5.79728e-07 | 2.90009e-07 | 4558.773905 | -19870.518397  |
| 0.7368 | 5.79118e-07 |   2.9e-07   | 4558.312030 | -19880.085815  |
| 0.7369 | 5.78508e-07 | 2.89992e-07 | 4557.849921 | -19889.654828  |
| 0.737  | 5.77898e-07 | 2.89984e-07 | 4557.387577 | -19899.223690  |
| 0.7371 | 5.77288e-07 | 2.89975e-07 | 4556.924999 | -19908.791821  |
| 0.7372 | 5.76679e-07 | 2.89967e-07 | 4556.462188 | -19918.359804  |
| 0.7373 | 5.76069e-07 | 2.89959e-07 | 4555.999143 | -19927.928224  |
| 0.7374 |  5.7546e-07 | 2.89951e-07 | 4555.535865 | -19937.497083  |
| 0.7375 | 5.74851e-07 | 2.89942e-07 | 4555.072354 | -19947.066384  |
| 0.7376 | 5.74242e-07 | 2.89934e-07 | 4554.608610 | -19956.634961  |
| 0.7377 | 5.73634e-07 | 2.89926e-07 | 4554.144635 | -19966.203982  |
| 0.7378 | 5.73025e-07 | 2.89918e-07 | 4553.680428 | -19975.772866  |
| 0.7379 | 5.72417e-07 | 2.89909e-07 | 4553.215989 | -19985.342199  |
| 0.738  | 5.71809e-07 | 2.89901e-07 | 4552.751318 | -19994.912568  |
| 0.7381 | 5.71201e-07 | 2.89893e-07 | 4552.286417 | -20004.481050  |
| 0.7382 | 5.70594e-07 | 2.89885e-07 | 4551.821285 | -20014.051156  |
| 0.7383 | 5.69986e-07 | 2.89876e-07 | 4551.355922 | -20023.621134  |
| 0.7384 | 5.69379e-07 | 2.89868e-07 | 4550.890330 | -20033.190399  |
| 0.7385 | 5.68772e-07 |  2.8986e-07 | 4550.424508 | -20042.761296  |
| 0.7386 | 5.68165e-07 | 2.89852e-07 | 4549.958456 | -20052.329139  |
| 0.7387 | 5.67559e-07 | 2.89843e-07 | 4549.492175 | -20061.900963  |
| 0.7388 | 5.66952e-07 | 2.89835e-07 | 4549.025665 | -20071.470908  |
| 0.7389 | 5.66346e-07 | 2.89827e-07 | 4548.558927 | -20081.041907  |
| 0.739  |  5.6574e-07 | 2.89819e-07 | 4548.091960 | -20090.612202  |
| 0.7391 | 5.65134e-07 | 2.89811e-07 | 4547.624765 | -20100.182382  |
| 0.7392 | 5.64529e-07 | 2.89802e-07 | 4547.157343 | -20109.753035  |
| 0.7393 | 5.63923e-07 | 2.89794e-07 | 4546.689693 | -20119.324164  |
| 0.7394 | 5.63318e-07 | 2.89786e-07 | 4546.221816 | -20128.895182  |
| 0.7395 | 5.62713e-07 | 2.89778e-07 | 4545.753713 | -20138.466092  |
| 0.7396 | 5.62108e-07 |  2.8977e-07 | 4545.285383 | -20148.037483  |
| 0.7397 | 5.61504e-07 | 2.89762e-07 | 4544.816827 | -20157.609356  |
| 0.7398 | 5.60899e-07 | 2.89753e-07 | 4544.348045 | -20167.181127  |
| 0.7399 | 5.60295e-07 | 2.89745e-07 | 4543.879038 | -20176.753384  |
|  0.74  | 5.59691e-07 | 2.89737e-07 | 4543.409805 | -20186.323775  |
| 0.7401 | 5.59087e-07 | 2.89729e-07 | 4542.940347 | -20195.897601  |
| 0.7402 | 5.58483e-07 | 2.89721e-07 | 4542.470665 | -20205.468385  |
| 0.7403 |  5.5788e-07 | 2.89712e-07 | 4542.000759 | -20215.041431  |
| 0.7404 | 5.57277e-07 | 2.89704e-07 | 4541.530628 | -20224.613794  |
| 0.7405 | 5.56674e-07 | 2.89696e-07 | 4541.060274 | -20234.186655  |
| 0.7406 | 5.56071e-07 | 2.89688e-07 | 4540.589696 | -20243.760016  |
| 0.7407 | 5.55468e-07 |  2.8968e-07 | 4540.118896 | -20253.332700  |
| 0.7408 | 5.54866e-07 | 2.89672e-07 | 4539.647872 | -20262.905887  |
| 0.7409 | 5.54264e-07 | 2.89664e-07 | 4539.176626 | -20272.478989  |
| 0.741  | 5.53662e-07 | 2.89655e-07 | 4538.705158 | -20282.053189  |
